from,to,distance
/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 5-05/Jane Ford's Images/IMG_4835.webp,/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 5-05/Jane Ford's Images/IMG_4825.webp,0.804033
/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 5-05/Lunch Room/NW9M0394.webp,/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 9-05/Bill Harvey/NW9M4778.webp,0.803993
/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 4-05/Art Museum RAW/CRW_0610.webp,/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 4-05/Art Museum RAW/CRW_0590.webp,0.803993
/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 4-05/McIntire Ground Breaking 4-15/McIntire Ground Breaking RAW/CRW_1456.webp,/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 4-05/McIntire Ground Breaking 4-15/McIntire Ground Breaking RAW/CRW_1584.webp,0.803992
/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 4-05/Dogwood Gardens 4-05 RAW/CRW_2307.webp,/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 5-05/Gardens and Poe Room/Gardens and Poe RAW/NW9M1079.webp,0.803988
/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 5-05/Final Exercises 2005/Grad 05 JL 10D RAW/_MG_4203.webp,/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 5-05/Final Exercises 2005/Grad 05 DA/NW9M2320.webp,0.803965
/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 5-05/Final Exercises 2005/Grad 05 DA/NW9M2320.webp,/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 5-05/Final Exercises 2005/Grad 05 JL 10D RAW/_MG_4203.webp,0.803965
/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 5-05/Final Exercises 2005/05Grads_06_JL.webp,/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 5-05/Final Exercises 2005/Grad 05 JL 10D RAW/_MG_4027.webp,0.803918
/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 10-05/Halloween Lawn 2005/Halloween_10sm_DA.webp,/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 10-05/Halloween Lawn 2005/P01_Halloween_05_DA.webp,0.803853
/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 5-05/Final Exercises 2005/Grad 05 JL 10D RAW/_MG_3751.webp,/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 5-05/Final Exercises 2005/Grad 05 JL 10D RAW/_MG_3725.webp,0.803787
/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 3-05/Res Halls/Res Halls RAW/CRW_9241.webp,/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 3-05/Res Halls/Res Halls RAW/CRW_9245.webp,0.803760
/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 4-05/Aerials Sp 05/CRW_1794.webp,/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 7-05/Aerials 7-05/NW9M8907.webp,0.803709
/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 6-05/Faculty Meeting 6-14 RAW/NW9M5260.webp,/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 11-05/William Duren RAW/NW9M9826.webp,0.803705
/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 9-05/More Diversity 9-2 RAW/NW9M1619.webp,/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 9-05/Casteen Speech/Students_06.webp,0.803696
/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 11-05/Pav VI Damage RAW/NW9M8064.webp,/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 11-05/Pav VI Damage RAW/NW9M8065.webp,0.803658
/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 7-05/Pavilion VI Damage/NW9M8064.webp,/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 11-05/Pav VI Damage RAW/NW9M8065.webp,0.803658
/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 7-05/Pavilion VI Damage/NW9M8065.webp,/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 11-05/Pav VI Damage RAW/NW9M8064.webp,0.803658
/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 11-05/Pav VI Damage RAW/NW9M8065.webp,/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 11-05/Pav VI Damage RAW/NW9M8064.webp,0.803658
/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 4-05/Classroom Shots 4-27 RAW/CRW_2699.webp,/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 5-05/Final Exercises 2005/Grad 05 DA/NW9M2169.webp,0.803644
/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 5-05/Final Exercises 2005/Grad 05 DA/NW9M2169.webp,/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 4-05/Classroom Shots 4-27 RAW/CRW_2699.webp,0.803644
/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 4-05/Art Museum RAW/CRW_0709.webp,/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 4-05/Art Museum RAW/CRW_0606.webp,0.803605
/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 5-05/Final Exercises 2005/Grad 05 JL 10D RAW/_MG_4037.webp,/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 5-05/Final Exercises 2005/Grad 05 JL 10D RAW/_MG_4040.webp,0.803552
/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 6-05/Grounds and Rotunda 6-05 RAW/NW9M5595.webp,/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 6-05/Grounds and Rotunda 6-05 RAW/NW9M5598.webp,0.803543
/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 5-05/Pre GradforBW/NW9M0576.webp,/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 5-05/Pre Grad/NW9M0571.webp,0.803537
/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 5-05/Pre Grad/NW9M0576.webp,/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 5-05/Pre Grad/NW9M0571.webp,0.803537
/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 4-05/Ed Ford Photos/Ed Ford RAW/CRW_2156.webp,/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 4-05/Ed Ford Photos/Ed Ford RAW/CRW_2155.webp,0.803524
/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 4-05/Art MuseumMasofEurDrawgs/Cville Mayor David Brown DA.webp,/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 4-05/Profs Raw/CRW_0446.webp,0.803506
/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 4-05/More Spring 05/More Spring 05 RAW/CRW_1334.webp,/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 4-05/More Spring 05/More Spring 05 RAW/CRW_1303.webp,0.803486
/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 9-05/ecoMOD Install/NW9M2246.webp,/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 4-05/Varsity Hall Move/Varsity Hall Move RAW/CRW_0920.webp,0.803466
/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 4-05/More Spring 05/More Spring 05 RAW/CRW_1363.webp,/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 4-05/More Spring 05/More Spring 05 RAW/CRW_1362.webp,0.803401
/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 4-05/More Spring 05/More Spring 05 RAW/CRW_1362.webp,/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 4-05/More Spring 05/More Spring 05 RAW/CRW_1363.webp,0.803401
/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 4-05/Student Life/Student Life Spring 05/CRW_1016.webp,/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 4-05/Classroom Shots/CRW_1012.webp,0.803398
/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 5-05/Final Exercises 2005/Grad 05 DA/NW9M2324.webp,/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 5-05/Final Exercises 2005/Grad 05 DA/NW9M2322.webp,0.803385
/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 5-05/Final Exercises 2005/VE_Katherine_Shea_01_JL.webp,/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 5-05/Final Exercises 2005/Grad 05 DA/NW9M2924.webp,0.803374
/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//05-06 Basketball/UVa vs UNC 11906/Leitao_UNC_01sm_DA.webp,/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 9-05/Carter Harrison GndBrkn RAW/_MG_5806.webp,0.803374
/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 6-05/Grounds and Rotunda 6-05 RAW/Summer_Rotunda_08HR_DA.webp,/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 6-05/Grounds and Rotunda 6-05 RAW/NW9M5545.webp,0.803363
/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 9-05/Beta Bridge 271/NW9M3491.webp,/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 6-05/Foster Site/Foster Site RAW/NW9M3782.webp,0.803361
/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 7-05/Paper Sculpture RAW/NW9M7988.webp,/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 10-05/Paper Sculpture RAW/NW9M7991.webp,0.803342
/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 10-05/Paper Sculpture RAW/NW9M7988.webp,/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 10-05/Paper Sculpture RAW/NW9M7991.webp,0.803342
/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 10-05/Halloween Lawn 2005/NW9M8388.webp,/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 10-05/Halloween Lawn 2005/P01_Halloween_05sm_DA.webp,0.803326
/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 10-05/Halloween Lawn 2005/P01_Halloween_05sm_DA.webp,/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 10-05/Halloween Lawn 2005/NW9M8388.webp,0.803326
/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 5-05/Final Exercises 2005/Grad 05 JL 10D RAW/_MG_3564.webp,/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 10-05/convacation 2005/Casteen_Gibbs_01HiRes_DA.webp,0.803303
/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 6-05/Youth Orchestra Workshop/Youth Orchestra Workshop RAW/NW9M6403.webp,/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 6-05/Sorensen Institute/Sorenson Inst RAW/NW9M5422.webp,0.803299
/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 4-05/Ed Ford Photos/Ed Ford RAW/CRW_2156.webp,/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 4-05/Ed Ford Photos/Ed Ford RAW/Ed_Ford_13HR_DA.webp,0.803284
/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 5-05/Final Exercises 2005/Grad 05 JL 10D RAW/_MG_3724.webp,/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 5-05/Final Exercises 2005/Grad 05 JL 10D RAW/_MG_3734.webp,0.803272
/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 4-05/Classroom Shots 4-27 RAW/CRW_2676.webp,/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 6-05/Sorensen Institute/Sorenson Inst RAW/NW9M5378.webp,0.803189
/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 9-05/Doris Wilsdorf/Doris_Wilsdorf_03_DA.webp,/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 5-05/Grad Story Photos 05/Campbell Grads/Campbell Grads RAW/NW9M1020.webp,0.803175
/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 5-05/Final Exercises 2005/Grad 05 DA/NW9M2906.webp,/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 5-05/Final Exercises 2005/Grad 05 DA/NW9M2905.webp,0.803147
/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 5-05/Final Exercises 2005/Grad 05 DA/NW9M3087.webp,/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 5-05/Final Exercises 2005/Grad 05 DA/NW9M3085.webp,0.803083
/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 12-05/Snow 12-5-05/UVa Snow 2005 HR/UVa_Snow_2005_04HR_DA.webp,/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 4-05/Founders Day/Founders Day RAW/Founders_Day_2005_16HR_DA.webp,0.803000
/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 3-05/Res Halls/Res Halls RAW/CRW_9241.webp,/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 5-05/BlurRidgeHosp/BRH_06_DA.webp,0.802968
/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 11-05/Football 11-5-05/Dan Addison - Temple/NW9M9264.webp,/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 11-05/UVa Marching Band/NW9M0427.webp,0.802932
/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 4-05/Student Life/Student Life Spring 05/CRW_1036.webp,/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 11-05/Fall Grounds 2005/NW9M8643.webp,0.802908
/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 6-05/Youth Orchestra Workshop/Youth Orchestra Workshop RAW/NW9M6410.webp,/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 6-05/Youth Orchestra Workshop/Youth Orchestra Workshop RAW/NW9M6327.webp,0.802871
/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 7-05/Storm 7-05/NW9M7827.webp,/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 4-05/Spring 05/Garden Magnolia 04.webp,0.802860
/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 7-05/Storm 7-05/Storm 7-05 RAW/NW9M7827.webp,/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 4-05/Spring 05/Garden Magnolia 04.webp,0.802860
/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 6-05/Popular Island/Poplar Island 6-05/LX-2005-06-27-000-0064.webp,/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 6-05/Popular Island/Poplar Island 6-05/LX-2005-06-27-000-0062.webp,0.802860
/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 6-05/Popular Island/Poplar Island 6-05/LX-2005-06-27-000-0062.webp,/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 6-05/Popular Island/Poplar Island 6-05/LX-2005-06-27-000-0064.webp,0.802860
/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 5-05/Final Exercises 2005/Grad 05 JL 10D RAW/_MG_3958.webp,/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 5-05/Final Exercises 2005/Grad 05 DA/NW9M2568.webp,0.802836
/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 10-05/Stones Stage/NW9M5120.webp,/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 10-05/Stones Stage/NW9M5117.webp,0.802691
/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//05-06 Basketball/UVa FSU/IMG_7072.webp,/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 11-05/Football 11-5-05/Dan Addison - Temple/NW9M9264.webp,0.802682
/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 11-05/Football 11-5-05/Dan Addison - Temple/NW9M9264.webp,/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//05-06 Basketball/UVa FSU/IMG_7072.webp,0.802682
/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 6-05/Grounds and Rotunda 6-05 RAW/NW9M5508.webp,/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 6-05/Grounds and Rotunda 6-05 RAW/NW9M5554.webp,0.802566
/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 4-05/Well Bear Clinic/Well Bear Clinic RAW/CRW_2424.webp,/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 4-05/Well Bear Clinic/Well Bear Clinic RAW/CRW_2428.webp,0.802560
/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 4-05/Moody Workshop 4-4/Moody RAW/CRW_0114.webp,/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 4-05/Moody Workshop 4-4/Moody RAW/CRW_0151.webp,0.802493
/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 4-05/Moody Workshop 4-4/Moody RAW/CRW_0151.webp,/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 4-05/Moody Workshop 4-4/Moody RAW/CRW_0114.webp,0.802493
/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 5-05/Final Exercises 2005/Grad 05 JL 10D RAW/_MG_3784.webp,/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 5-05/Final Exercises 2005/Grad 05 JL 10D RAW/_MG_3771.webp,0.802485
/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 10-05/ecoMOD RAW/NW9M8426.webp,/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 7-05/ecoMOD/ecoMOD RAW/NW9M8414.webp,0.802434
/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 7-05/ecoMOD/ecoMOD RAW/NW9M8426.webp,/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 7-05/ecoMOD/ecoMOD RAW/NW9M8414.webp,0.802434
/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 10-05/Stones Stage/NW9M5119.webp,/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 10-05/Stones Stage/Stones Stage Install HR/Stones_Stage_Install_05HR_DA.webp,0.802299
/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 9-05/Pavillions - Grounds RAW/NW9M3332.webp,/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 9-05/Pavillions - Grounds RAW/NW9M3345.webp,0.802293
/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//05-06 Basketball/UVa FSU/IMG_7124.webp,/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//05-06 Basketball/UVa FSU/NW9M0224.webp,0.802272
/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 6-05/Popular Island/Poplar Island 6-05/LX-2005-06-27-000-0069.webp,/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 9-05/Dick Coleman RAW/NW9M3578.webp,0.802237
/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 6-05/Grounds and Rotunda 6-05 RAW/NW9M5559.webp,/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 7-05/Storm 7-05/NW9M7923.webp,0.802089
/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 5-05/Final Exercises 2005/Grad 05 DA/NW9M2153.webp,/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 5-05/Final Exercises 2005/Grad 05 DA/NW9M2155.webp,0.802083
/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 5-05/Final Exercises 2005/Grad 05 DA/NW9M2155.webp,/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 5-05/Final Exercises 2005/Grad 05 DA/NW9M2153.webp,0.802083
/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//05-06 Basketball/UVa FSU/IMG_7070.webp,/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 11-05/Football 11-5-05/Dan Addison - Temple/NW9M9309.webp,0.802062
/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 4-05/Well Bear Clinic/Well Bear Clinic RAW/CRW_2397.webp,/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 4-05/Well Bear Clinic/Well Bear Clinic RAW/CRW_2445.webp,0.802043
/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 5-05/Final Exercises 2005/Grad 05 JL 10D RAW/_MG_4192.webp,/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 5-05/Final Exercises 2005/Grad 05 JL 10D RAW/_MG_4133.webp,0.802022
/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 7-05/Arena Topping/Arena Topping RAW/NW9M6425.webp,/Volumes/easystore/work/Addison_2018/Volumes/lib_content107/Addison_2018/Shoots 2005//Shoots 7-05/Arena Topping/Arena Topping RAW/NW9M6454.webp,0.802003
